allocation,,num_perm,,robot,,permutation
Allocation16,,5,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation16,,5,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_6', 'r2_at4_notify_3']"
Allocation16,,6,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation16,,6,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at4_notify_3']"
Allocation16,,7,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation16,,7,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,8,,r1,,"['r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at4_notify_0']"
Allocation16,,8,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,9,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation16,,9,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation16,,10,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation16,,10,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at4_notify_6']"
Allocation16,,11,,r1,,"['r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_10']"
Allocation16,,11,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,12,,r1,,"['r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation16,,12,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,13,,r1,,"['r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation16,,13,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,14,,r1,,"['r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation16,,14,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation16,,15,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation16,,15,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,16,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation16,,16,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at4_notify_9']"
Allocation16,,17,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation16,,17,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation16,,18,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation16,,18,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2']"
Allocation16,,19,,r1,,"['r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation16,,19,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,0,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8']"
Allocation17,,0,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,1,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_5']"
Allocation17,,1,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,2,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation17,,2,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,3,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation17,,3,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation17,,4,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation17,,4,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,5,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation17,,5,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,6,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation17,,6,,r2,,"['r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9']"
Allocation17,,7,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation17,,7,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,8,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation17,,8,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation17,,9,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation17,,9,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,10,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation17,,10,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,11,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation17,,11,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,12,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_10']"
Allocation17,,12,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,13,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation17,,13,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,14,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation17,,14,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,15,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation17,,15,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,16,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation17,,16,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation17,,17,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation17,,17,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,18,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation17,,18,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation17,,19,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation17,,19,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,0,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation18,,0,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,1,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation18,,1,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,2,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation18,,2,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation18,,3,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation18,,3,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,4,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation18,,4,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,5,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation18,,5,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,6,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation18,,6,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_9']"
Allocation18,,7,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10']"
Allocation18,,7,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation18,,8,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation18,,8,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,9,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation18,,9,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,10,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7']"
Allocation18,,10,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,11,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7']"
Allocation18,,11,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,12,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_10']"
Allocation18,,12,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,13,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at2_floor_10']"
Allocation18,,13,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,14,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation18,,14,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation18,,15,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation18,,15,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation18,,16,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation18,,16,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation18,,17,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation18,,17,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation18,,18,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_8']"
Allocation18,,18,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation18,,19,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation18,,19,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation19,,0,,r1,,"['r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation19,,0,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation19,,1,,r1,,"['r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation19,,1,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,2,,r1,,"['r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_8']"
Allocation19,,2,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at2_floor_1']"
Allocation19,,3,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation19,,3,,r2,,"['r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1']"
Allocation19,,4,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation19,,4,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,5,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation19,,5,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation19,,6,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation19,,6,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,7,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_5']"
Allocation19,,7,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation19,,8,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_8']"
Allocation19,,8,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2']"
Allocation19,,9,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation19,,9,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation19,,10,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation19,,10,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_9']"
Allocation19,,11,,r1,,"['r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation19,,11,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation19,,12,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8']"
Allocation19,,12,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,13,,r1,,"['r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation19,,13,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9']"
Allocation19,,14,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation19,,14,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation19,,15,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation19,,15,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation19,,16,,r1,,"['r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10']"
Allocation19,,16,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,17,,r1,,"['r1_at3_sanit_5', 'r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
