allocation,,num_perm,,robot,,permutation
Allocation19,,17,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation19,,18,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation19,,18,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_3']"
Allocation19,,19,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation19,,19,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation2,,0,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation2,,0,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,1,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation2,,1,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,2,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at2_floor_7']"
Allocation2,,2,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,3,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation2,,3,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,4,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_11']"
Allocation2,,4,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_5', 'r2_at2_floor_1']"
Allocation2,,5,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation2,,5,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,6,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_2', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation2,,6,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,7,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_2', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation2,,7,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,8,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_2', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation2,,8,,r2,,"['r2_at3_sanit_5', 'r2_at2_floor_1', 'r2_at4_notify_9']"
Allocation2,,9,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_2', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation2,,9,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,10,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at3_sanit_2', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_7']"
Allocation2,,10,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_5', 'r2_at2_floor_1']"
Allocation2,,11,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_2', 'r1_at2_floor_4', 'r1_at3_sanit_8']"
Allocation2,,11,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,12,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_10']"
Allocation2,,12,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,13,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation2,,13,,r2,,"['r2_at4_notify_9', 'r2_at3_sanit_5', 'r2_at2_floor_1']"
Allocation2,,14,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at3_sanit_2', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_4']"
Allocation2,,14,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,15,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation2,,15,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,16,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at3_sanit_2', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at2_floor_7']"
Allocation2,,16,,r2,,"['r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_5']"
Allocation2,,17,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_2', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4']"
Allocation2,,17,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation2,,18,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_2']"
Allocation2,,18,,r2,,"['r2_at3_sanit_5', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation2,,19,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_2', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation2,,19,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_5']"
Allocation20,,0,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation20,,0,,r2,,"['r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at4_notify_3']"
Allocation20,,1,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation20,,1,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,2,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at4_notify_0', 'r1_at2_floor_7']"
Allocation20,,2,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,3,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation20,,3,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation20,,4,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation20,,4,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,5,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10']"
Allocation20,,5,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,6,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation20,,6,,r2,,"['r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at4_notify_3']"
Allocation20,,7,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8']"
Allocation20,,7,,r2,,"['r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_3', 'r2_at4_notify_9']"
Allocation20,,8,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation20,,8,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,9,,r1,,"['r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation20,,9,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,10,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_4']"
Allocation20,,10,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation20,,11,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation20,,11,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_3', 'r2_at3_sanit_2']"
Allocation20,,12,,r1,,"['r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation20,,12,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation20,,13,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation20,,13,,r2,,"['r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1']"
Allocation20,,14,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation20,,14,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,15,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation20,,15,,r2,,"['r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at4_notify_9', 'r2_at3_sanit_2']"
Allocation20,,16,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at4_notify_6', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation20,,16,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation20,,17,,r1,,"['r1_at4_notify_6', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_11']"
Allocation20,,17,,r2,,"['r2_at4_notify_3', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation20,,18,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_6', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_11']"
Allocation20,,18,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation20,,19,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_6', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11']"
Allocation20,,19,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_3', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation21,,0,,r1,,"['r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation21,,0,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,1,,r1,,"['r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_10', 'r1_at2_floor_4']"
Allocation21,,1,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation21,,2,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at3_sanit_8']"
Allocation21,,2,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,3,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation21,,3,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_6']"
Allocation21,,4,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation21,,4,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_6']"
Allocation21,,5,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation21,,5,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation21,,6,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation21,,6,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at2_floor_1']"
Allocation21,,7,,r1,,"['r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation21,,7,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation21,,8,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation21,,8,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,9,,r1,,"['r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation21,,9,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,10,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation21,,10,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation21,,11,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at3_sanit_5']"
Allocation21,,11,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,12,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation21,,12,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation21,,13,,r1,,"['r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation21,,13,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation21,,14,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_4']"
Allocation21,,14,,r2,,"['r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9', 'r2_at4_notify_6']"
Allocation21,,15,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_5']"
Allocation21,,15,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,16,,r1,,"['r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8']"
Allocation21,,16,,r2,,"['r2_at4_notify_0', 'r2_at4_notify_9', 'r2_at3_sanit_2', 'r2_at2_floor_1', 'r2_at4_notify_6']"
Allocation21,,17,,r1,,"['r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_7']"
Allocation21,,17,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation21,,18,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_5']"
Allocation21,,18,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation21,,19,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_4', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation21,,19,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_0', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9']"
Allocation22,,0,,r1,,"['r1_at3_sanit_11', 'r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at2_floor_10', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_8']"
Allocation22,,0,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation22,,1,,r1,,"['r1_at2_floor_10', 'r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at3_sanit_11', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at3_sanit_8']"
Allocation22,,1,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,2,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at2_floor_10', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at3_sanit_8']"
Allocation22,,2,,r2,,"['r2_at4_notify_6', 'r2_at2_floor_1', 'r2_at3_sanit_2', 'r2_at4_notify_9']"
Allocation22,,3,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation22,,3,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,4,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at3_sanit_5', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11', 'r1_at2_floor_7', 'r1_at2_floor_4']"
Allocation22,,4,,r2,,"['r2_at4_notify_6', 'r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at3_sanit_2']"
Allocation22,,5,,r1,,"['r1_at4_notify_0', 'r1_at3_sanit_11', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at4_notify_3', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_5']"
Allocation22,,5,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,6,,r1,,"['r1_at4_notify_0', 'r1_at2_floor_7', 'r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at3_sanit_5', 'r1_at3_sanit_11', 'r1_at2_floor_10']"
Allocation22,,6,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,7,,r1,,"['r1_at4_notify_3', 'r1_at4_notify_0', 'r1_at3_sanit_5', 'r1_at2_floor_7', 'r1_at2_floor_4', 'r1_at3_sanit_8', 'r1_at2_floor_10', 'r1_at3_sanit_11']"
Allocation22,,7,,r2,,"['r2_at4_notify_9', 'r2_at2_floor_1', 'r2_at4_notify_6', 'r2_at3_sanit_2']"
Allocation22,,8,,r1,,"['r1_at4_notify_0', 'r1_at4_notify_3', 'r1_at2_floor_10', 'r1_at3_sanit_8', 'r1_at2_floor_4', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_7']"
Allocation22,,8,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
Allocation22,,9,,r1,,"['r1_at4_notify_3', 'r1_at2_floor_4', 'r1_at4_notify_0', 'r1_at3_sanit_8', 'r1_at2_floor_7', 'r1_at3_sanit_11', 'r1_at3_sanit_5', 'r1_at2_floor_10']"
Allocation22,,9,,r2,,"['r2_at4_notify_9', 'r2_at4_notify_6', 'r2_at3_sanit_2', 'r2_at2_floor_1']"
